CURRENCY,,Australian Dollar,Bahraini Dinar,Canadian Dollar,Chinese Yuan,Danish Krone,Hongkong Dollar,Japnese Yen,Kuwaiti Dinar,Malaysian Ringgit,New Zealand Dollar,Norwegian Krone,Omani Rial,Qatari Rial,Singaporian Dollar,Swedish Krone,Swiss Franc,Saudi Arabian Rial,Thai Baht,Turkish Lira,UAE Dirham,UK Pound Sterling,U.S. Dollar,,Euro, SDR
Nov,1966,5.3421,10.0164,4.4082,1.9375,0.6905,...,0.0132,13.3552,1.5581,6.6320,0.6678,13.3552,1.0016,1.5581,0.9220,1.0907,1.0599,0.2568,0.5276,1.0016,13.3391,4.7697,,...,4.7619
Dec,1966,5.3421,10.0164,4.4037,1.9375,0.6905,...,0.0132,13.3552,1.5581,6.6320,0.6678,13.3552,1.0016,1.5581,0.9220,1.0907,1.0599,0.2568,0.5276,1.0016,13.3391,4.7697,,...,4.7619
Jan,1967,5.3421,10.0164,4.4184,1.9375,0.6905,...,0.0132,13.3552,1.5581,6.6320,0.6678,13.3552,1.0016,1.5581,0.9220,1.0907,1.0599,0.2568,0.5276,1.0016,13.3391,4.7697,,...,4.7619
Feb,1967,5.3421,10.0164,4.4139,1.9375,0.6905,...,0.0132,13.3552,1.5581,6.6320,0.6678,13.3552,1.0016,1.5581,0.9220,1.0907,1.0599,0.2568,0.5276,1.0016,13.3391,4.7697,,...,4.7619
Mar,1967,5.3421,10.0164,4.4082,1.9375,0.6905,...,0.0132,13.3552,1.5581,6.6320,0.6678,13.3552,1.0016,1.5581,0.9220,1.0907,1.0599,0.2568,0.5276,1.0016,13.3391,4.7697,,...,4.7619
Apr,1967,5.3421,10.0164,4.4066,1.9375,0.6905,...,0.0132,13.3552,1.5581,6.6320,0.6678,13.3552,1.0016,1.5581,0.9220,1.0907,1.0599,0.2568,0.5276,1.0016,13.3391,4.7697,,...,4.7619
May,1967,5.3421,10.0164,4.4078,1.9375,0.6905,...,0.0132,13.3552,1.5581,6.6320,0.6678,13.3552,1.0016,1.5581,0.9220,1.0907,1.0599,0.2568,0.5276,1.0016,13.3391,4.7697,,...,4.7619
Jun,1967,5.3421,10.0164,4.4148,1.9375,0.6905,...,0.0132,13.3552,1.5581,6.6320,0.6678,13.3552,1.0016,1.5581,0.9220,1.0907,1.0599,0.2568,0.5276,1.0016,13.3391,4.7697,,...,4.7619
Jul,1967,5.3421,10.0164,4.4254,1.9375,0.6905,...,0.0132,13.3552,1.5581,6.6320,0.6678,13.3552,1.0016,1.5581,0.9220,1.0907,1.0599,0.2568,0.5276,1.0016,13.3391,4.7697,,...,4.7619
Aug,1967,5.3421,10.0164,4.4336,1.9375,0.6905,...,0.0132,13.3552,1.5581,6.6320,0.6678,13.3552,1.0016,1.5581,0.9220,1.0907,1.0599,0.2568,0.5276,1.0016,13.3391,4.7697,,...,4.7619
Sep,1967,5.3421,10.0164,4.4357,1.9375,0.6905,...,0.0132,13.3552,1.5581,6.6320,0.6678,13.3552,1.0016,1.5581,0.9220,1.0907,1.0599,0.2568,0.5276,1.0016,13.3391,4.7697,,...,4.7619
Oct,1967,5.3421,10.0164,4.4440,1.9375,0.6905,...,0.0132,13.3552,1.5581,6.6320,0.6678,13.3552,1.0016,1.5581,0.9220,1.0907,1.0599,0.2568,0.5276,1.0016,13.3391,4.7697,,...,4.7619
Nov,1967,5.3421,10.0164,4.4365,1.9375,0.6906,...,0.0132,13.3552,1.5581,6.6320,0.6678,13.3552,1.0016,1.5581,0.9220,1.0907,1.0599,0.2568,0.5276,1.0016,13.3391,4.7697,,...,4.7619
Dec,1967,5.3421,10.0164,4.4156,1.9375,0.6360,...,0.0132,13.3552,1.5581,5.3421,0.6678,11.4473,1.0016,1.5581,0.9220,1.0907,1.0599,0.2568,0.5276,1.0016,13.3391,4.7697,,...,4.7619
Jan,1968,5.3421,10.0164,4.3973,1.9375,0.6360,...,0.0132,13.3552,1.5581,5.3421,0.6678,11.4473,1.0016,1.5581,0.9220,1.0907,1.0599,0.2568,0.5276,1.0016,13.3391,4.7697,,...,4.7619
Feb,1968,5.3421,10.0164,4.3867,1.9375,0.6360,...,0.0132,13.3552,1.5581,5.3421,0.6678,11.4473,1.0016,1.5581,0.9220,1.0907,1.0599,0.2568,0.5276,1.0016,11.4328,4.7697,,...,4.7619
Mar,1968,5.3421,10.0164,4.3964,1.9375,0.6360,...,0.0132,13.3552,1.5581,5.3421,0.6678,11.4473,1.0016,1.5581,0.9220,1.0907,1.0599,0.2568,0.5276,1.0016,11.4328,4.7697,,...,4.7619
Apr,1968,5.3421,10.0164,4.4160,1.9375,0.6360,...,0.0132,13.3552,1.5581,5.3421,0.6678,11.4473,1.0016,1.5581,0.9220,1.0907,1.0599,0.2568,0.5276,1.0016,11.4328,4.7697,,...,4.7619
May,1968,5.3421,10.0164,4.4250,1.9375,0.6360,...,0.0132,13.3552,1.5581,5.3421,0.6678,11.4473,1.0016,1.5581,0.9220,1.0907,1.0599,0.2568,0.5276,1.0016,11.4328,4.7697,,...,4.7619
Jun,1968,5.3421,10.0164,4.4295,1.9375,0.6360,...,0.0132,13.3552,1.5581,5.3421,0.6678,11.4473,1.0016,1.5581,0.9220,1.0907,1.0599,0.2568,0.5276,1.0016,11.4328,4.7697,,...,4.7619
Jul,1968,5.3421,10.0164,4.4427,1.9375,0.6360,...,0.0132,13.3552,1.5581,5.3421,0.6678,11.4473,1.0016,1.5581,0.9220,1.0907,1.0599,0.2568,0.5276,1.0016,11.4328,4.7697,,...,4.7619
Aug,1968,5.3421,10.0164,4.4469,1.9375,0.6360,...,0.0132,13.3552,1.5581,5.3421,0.6678,11.4473,1.0016,1.5581,0.9220,1.0907,1.0599,0.2568,0.5276,1.0016,11.4328,4.7697,,...,4.7619
Sep,1968,5.3421,10.0164,4.4452,1.9375,0.6360,...,0.0132,13.3552,1.5581,5.3421,0.6678,11.4473,1.0016,1.5581,0.9220,1.0907,1.0599,0.2568,0.5276,1.0016,11.4328,4.7697,,...,4.7619
Oct,1968,5.3421,10.0164,4.4464,1.9375,0.6360,...,0.0132,13.3552,1.5581,5.3421,0.6678,11.4473,1.0016,1.5581,0.9220,1.0907,1.0599,0.2568,0.5276,1.0016,11.4328,4.7697,,...,4.7619
Nov,1968,5.3421,10.0164,4.4452,1.9375,0.6360,...,0.0132,13.3552,1.5581,5.3421,0.6678,11.4473,1.0016,1.5581,0.9220,1.0907,1.0599,0.2568,0.5276,1.0016,11.4328,4.7697,,...,4.7619
Dec,1968,5.3421,10.0164,4.4448,1.9375,0.6360,...,0.0132,13.3552,1.5581,5.3421,0.6678,11.4473,1.0016,1.5581,0.9220,1.0907,1.0599,0.2568,0.5276,1.0016,11.4328,4.7697,,...,4.7619
Jan,1969,5.3421,10.0164,4.4464,1.9375,0.6360,...,0.0132,13.3552,1.5581,5.3421,0.6678,11.4473,1.0016,1.5581,0.9220,1.0907,1.0599,0.2568,0.5276,1.0016,11.4328,4.7697,,...,4.7619
Feb,1969,5.3421,10.0164,4.4394,1.9375,0.6360,...,0.0132,13.3552,1.5581,5.3421,0.6678,11.4473,1.0016,1.5581,0.9220,1.0907,1.0599,0.2568,0.5276,1.0016,11.4328,4.7697,,...,4.7619
Mar,1969,5.3421,10.0164,4.4299,1.9375,0.6360,...,0.0132,13.3552,1.5581,5.3421,0.6678,11.4473,1.0016,1.5581,0.9220,1.0907,1.0599,0.2568,0.5276,1.0016,11.4328,4.7697,,...,4.7619
Apr,1969,5.3421,10.0164,4.4320,1.9375,0.6360,...,0.0132,13.3552,1.5581,5.3421,0.6678,11.4473,1.0016,1.5581,0.9220,1.0907,1.0599,0.2568,0.5276,1.0016,11.4328,4.7697,,...,4.7619
May,1969,5.3421,10.0164,4.4287,1.9375,0.6360,...,0.0132,13.3552,1.5581,5.3421,0.6678,11.4473,1.0016,1.5581,0.9220,1.0907,1.0599,0.2568,0.5276,1.0016,11.4328,4.7697,,...,4.7619
Jun,1969,5.3421,10.0164,4.4184,1.9375,0.6360,...,0.0132,13.3552,1.5581,5.3421,0.6678,11.4473,1.0016,1.5581,0.9220,1.0907,1.0599,0.2568,0.5276,1.0016,11.4328,4.7697,,...,4.7619
Jul,1969,5.3421,10.0164,4.4139,1.9375,0.6360,...,0.0132,13.3552,1.5581,5.3421,0.6678,11.4473,1.0016,1.5581,0.9220,1.0907,1.0599,0.2568,0.5276,1.0016,11.4328,4.7697,,...,4.7619
Aug,1969,5.3421,10.0164,4.4242,1.9375,0.6360,...,0.0132,13.3552,1.5581,5.3421,0.6678,11.4473,1.0016,1.5581,0.9220,1.0907,1.0599,0.2568,0.5276,1.0016,11.4328,4.7697,,...,4.7619
Sep,1969,5.3421,10.0164,4.4238,1.9375,0.6360,...,0.0132,13.3552,1.5581,5.3421,0.6678,11.4473,1.0016,1.5581,0.9220,1.0907,1.0599,0.2568,0.5276,1.0016,11.4328,4.7697,,...,4.7619
Oct,1969,5.3421,10.0164,4.4250,1.9375,0.6360,...,0.0132,13.3552,1.5581,5.3421,0.6678,11.4473,1.0016,1.5581,0.9220,1.0907,1.0599,0.2568,0.5276,1.0016,11.4328,4.7697,,...,4.7619
Nov,1969,5.3421,10.0164,4.4336,1.9375,0.6360,...,0.0132,13.3552,1.5581,5.3421,0.6678,11.4473,1.0016,1.5581,0.9220,1.0907,1.0599,0.2568,0.5276,1.0016,11.4328,4.7697,,...,4.7619
Dec,1969,5.3421,10.0164,4.4402,1.9375,0.6360,...,0.0132,13.3552,1.5581,5.3421,0.6678,11.4473,1.0016,1.5581,0.9220,1.0907,1.0599,0.2568,0.5276,1.0016,11.4328,4.7697,,...,4.7619
Jan,1970,5.3421,10.0164,4.4460,1.9375,0.6360,...,0.0132,13.3552,1.5581,5.3421,0.6678,11.4473,1.0016,1.5581,0.9220,1.0907,1.0599,0.2568,0.5276,1.0016,11.4328,4.7697,,...,4.7619
Feb,1970,5.3421,10.0164,4.4448,1.9375,0.6360,...,0.0132,13.3552,1.5581,5.3421,0.6678,11.4473,1.0016,1.5581,0.9220,1.0907,1.0599,0.2568,0.5276,1.0016,11.4328,4.7697,,...,4.7619
Mar,1970,5.3421,10.0164,4.4464,1.9375,0.6360,...,0.0132,13.3552,1.5581,5.3421,0.6678,11.4473,1.0016,1.5581,0.9220,1.0907,1.0599,0.2568,0.5276,1.0016,11.4328,4.7697,,...,4.7619
Apr,1970,5.3421,10.0164,4.4460,1.9375,0.6360,...,0.0132,13.3552,1.5581,5.3421,0.6678,11.4473,1.0016,1.5581,0.9220,1.0907,1.0599,0.2568,0.5276,1.0016,11.4328,4.7697,,...,4.7619
May,1970,5.3421,10.0164,4.4120,1.9375,0.6360,...,0.0132,13.3552,1.5581,5.3421,0.6678,11.4473,1.0016,1.5581,0.9220,1.0907,1.0599,0.2568,0.5276,1.0016,11.4328,4.7697,,...,4.7619
Jun,1970,5.3421,10.0164,4.5933,1.9375,0.6360,...,0.0132,13.3552,1.5581,5.3421,0.6678,11.4473,1.0016,1.5581,0.9220,1.0907,1.0599,0.2568,0.5276,1.0016,11.4328,4.7697,,...,4.7619
Jul,1970,5.3421,10.0164,4.6218,1.9375,0.6360,...,0.0132,13.3552,1.5581,5.3421,0.6678,11.4473,1.0016,1.5581,0.9220,1.0907,1.0599,0.2568,0.5276,1.0016,11.4328,4.7697,,...,4.7619
Aug,1970,5.3421,10.0164,4.6698,1.9375,0.6360,...,0.0132,13.3552,1.5581,5.3421,0.6678,11.4473,1.0016,1.5581,0.9220,1.0907,1.0599,0.2568,0.3680,1.0016,11.4328,4.7697,,...,4.7619
Sep,1970,5.3421,10.0164,4.6950,1.9375,0.6360,...,0.0132,13.3552,1.5581,5.3421,0.6678,11.4473,1.0016,1.5581,0.9220,1.0907,1.0599,0.2568,0.3196,1.0016,11.4328,4.7697,,...,4.7619
Oct,1970,5.3421,10.0164,4.6698,1.9375,0.6360,...,0.0132,13.3552,1.5581,5.3421,0.6678,11.4473,1.0016,1.5581,0.9220,1.0907,1.0599,0.2568,0.3196,1.0016,11.4328,4.7697,,...,4.7619
Nov,1970,5.3421,10.0164,4.6762,1.9375,0.6360,...,0.0132,13.3552,1.5581,5.3421,0.6678,11.4473,1.0016,1.5581,0.9220,1.0907,1.0599,0.2568,0.3196,1.0016,11.4328,4.7697,,...,4.7619
Dec,1970,5.3421,10.0164,4.6881,1.9375,0.6360,...,0.0132,13.3552,1.5581,5.3421,0.6678,11.4473,1.0016,1.5581,0.9220,1.0907,1.0599,0.2568,0.3196,1.0016,11.4328,4.7697,,...,4.7619
Jan,1971,5.3421,10.0164,4.7150,1.9375,0.6360,...,0.0132,13.3552,1.5581,5.3421,0.6678,11.4473,1.0016,1.5581,0.9220,1.0907,1.0599,0.2568,0.3196,1.0016,11.4328,4.7697,,...,4.7619
Feb,1971,5.3421,10.0164,4.7342,1.9375,0.6360,...,0.0132,13.3552,1.5581,5.3421,0.6678,11.4473,1.0016,1.5581,0.9220,1.0907,1.0599,0.2568,0.3196,1.0016,11.4328,4.7697,,...,4.7619
Mar,1971,5.3421,10.0164,4.7398,1.9375,0.6360,...,0.0132,13.3552,1.5581,5.3421,0.6678,11.4473,1.0016,1.5581,0.9220,1.0907,1.0599,0.2568,0.3196,1.0016,11.4328,4.7697,,...,4.7619
Apr,1971,5.3421,10.0164,4.7337,1.9375,0.6360,...,0.0132,13.3552,1.5581,5.3421,0.6678,11.4473,1.0016,1.5581,0.9220,1.0907,1.0599,0.2568,0.3196,1.0016,11.4328,4.7697,,...,4.7619
May,1971,5.3421,10.0164,4.7286,1.9375,0.6360,...,0.0132,13.3552,1.5581,5.3421,0.6678,11.4473,1.0016,1.5581,0.9220,1.1679,1.0599,0.2568,0.3196,1.0016,11.4328,4.7697,,...,4.7619
Jun,1971,5.3421,10.0164,4.6707,1.9375,0.6360,...,0.0132,13.3552,1.5581,5.3421,0.6678,11.4473,1.0016,1.5581,0.9220,1.1679,1.0599,0.2568,0.3196,1.0016,11.4328,4.7697,,...,4.7619
Jul,1971,5.3421,10.0164,4.6711,1.9375,0.6360,...,0.0132,13.3552,1.5581,5.3421,0.6678,11.4473,1.0016,1.5581,0.9220,1.1679,1.0599,0.2568,0.3196,1.0016,11.4328,4.7697,,...,4.7619
Aug,1971,5.3420,10.0164,4.7071,1.9375,0.6360,...,0.0134,13.3552,1.5581,5.3420,0.6678,11.4473,1.0016,1.5581,0.9220,1.1871,1.0599,0.2568,0.3196,1.0016,11.4328,4.7697,,...,4.7619
Sep,1971,5.4747,10.0164,4.7090,1.9375,0.6515,...,0.0141,13.3552,1.5581,5.4947,0.6913,11.4473,1.0016,1.5581,0.9397,1.1981,1.0599,0.2632,0.3196,1.0016,11.7797,4.7697,,...,4.7619
Oct,1971,5.5214,10.0164,4.7488,1.9375,0.6564,...,0.0144,13.3552,1.5581,5.5424,0.6963,11.4473,1.0016,1.5581,0.9483,1.1981,1.0599,0.2655,0.3180,1.0016,11.8813,4.7697,,...,4.7619
Nov,1971,5.5276,10.0164,4.7521,1.9375,0.6568,...,0.0145,13.3552,1.5581,5.5519,0.6953,11.4473,1.0016,1.5581,0.9524,1.1987,1.0599,0.2658,0.3196,1.0016,11.8909,4.7697,,...,4.7619
Dec,1971,5.6034,10.3810,4.7735,1.9375,0.6564,...,0.0142,13.8413,1.6148,5.7007,0.6893,11.8640,1.0381,1.6251,0.9518,1.2221,1.0985,0.2694,0.3371,1.0381,12.0483,4.7697,,...,4.9352
Jan,1972,5.6807,10.8749,4.7417,2.1037,0.6778,...,0.0153,14.4998,1.6916,5.7007,0.7113,12.4284,1.0875,1.6561,0.9877,1.2261,1.1508,0.2731,0.3371,1.0875,12.2677,4.7697,,...,5.1700
Feb,1972,5.6807,10.8749,4.7474,2.1037,0.6820,...,0.0156,14.4998,1.6916,5.7007,0.7168,12.4284,1.0875,1.6706,0.9935,1.2363,1.1508,0.2731,0.3371,1.0875,12.4203,4.7697,,...,5.1700
Mar,1972,5.6807,10.8749,4.7773,2.1037,0.6849,...,0.0158,14.4998,1.6916,5.7007,0.7231,12.4284,1.0875,1.6795,0.9983,1.2382,1.1508,0.2731,0.3371,1.0875,12.5014,4.7697,,...,5.1700
Apr,1972,5.6807,10.8749,4.7908,2.1037,0.6816,...,0.0157,14.4998,1.6916,5.7007,0.7227,12.4284,1.0875,1.6854,0.9960,1.2366,1.1508,0.2731,0.3371,1.0875,12.4489,4.7697,,...,5.1700
May,1972,13.1103,25.0977,11.1336,4.8550,1.5775,...,0.0362,33.4636,3.9041,13.1565,1.6747,28.6831,2.5098,3.8897,2.3126,2.8518,2.6558,0.6303,0.7779,2.5098,28.7524,11.0078,,...,8.5901
Jun,1972,13.1103,25.0977,11.2393,4.8550,1.5829,...,0.0362,33.4636,3.9041,13.1565,1.6845,28.6831,2.5098,3.9035,2.3194,2.8816,2.6558,0.6303,0.7779,2.5098,28.3561,11.0078,,...,11.9765
Jul,1972,13.1103,25.0977,11.1879,4.9643,1.5807,...,0.0366,33.4636,3.9041,13.1565,1.6916,28.6831,2.5098,3.9314,2.3238,2.9245,2.6558,0.6303,0.7779,2.5098,26.8921,11.0078,,...,11.9765
Aug,1972,13.1114,25.0977,11.2073,4.9643,1.5884,...,0.0366,33.4636,3.9041,13.1565,1.6880,28.6831,2.5098,3.9525,2.3258,2.9113,2.6558,0.6304,0.7779,2.5098,26.9691,11.0078,,...,11.9765
Sep,1972,13.1103,25.0977,11.1993,4.9643,1.5939,...,0.0366,33.4636,3.9041,13.1565,1.6742,28.6831,2.5098,3.9668,2.3248,2.9075,2.6558,0.6303,0.7779,2.5098,26.8700,11.0078,,...,11.9765
Oct,1972,13.1070,25.0977,11.2027,4.9643,1.5916,...,0.0366,33.4636,3.9041,13.1565,1.6667,28.6831,2.5098,3.9739,2.3169,2.8991,2.6558,0.6301,0.7779,2.5098,26.3747,11.0078,,...,11.9765
Nov,1972,13.1092,25.0977,11.2531,4.9424,1.5960,...,0.0366,33.4636,3.9041,13.1565,1.6670,28.6831,2.5098,3.9739,2.3194,2.9006,2.6558,0.6302,0.7779,2.5098,25.8903,11.0078,,...,11.9765
Dec,1972,13.2908,25.0977,11.0442,4.9140,1.6060,...,0.0365,33.4636,3.9041,13.1565,1.6718,28.6831,2.5098,3.9384,2.3204,2.9191,2.6558,0.6390,0.7779,2.5098,25.8133,11.0078,,...,11.9765
Jan,1973,14.0348,25.0977,11.0177,4.9140,1.5995,...,0.0365,33.4636,3.9041,13.1565,1.6631,28.6831,2.5098,3.9243,2.3213,2.9671,2.6558,0.6748,0.7779,2.5098,25.9344,11.0078,,...,11.9765
Feb,1973,13.5278,24.1910,9.9526,4.6526,1.5208,...,0.0355,31.9629,3.7724,13.1496,1.5891,26.7532,2.4191,3.7177,2.1628,2.8979,2.5599,0.6504,0.7002,2.4191,24.0363,9.9078,,...,11.5104
Mar,1973,14.0360,25.0996,9.9416,4.9785,1.6032,...,0.0374,33.6899,3.9623,13.1496,1.6739,28.6850,2.5100,3.9395,2.2126,3.0894,2.6561,0.6748,0.7002,2.5100,24.5416,9.9078,,...,11.9429
Apr,1973,14.0360,25.0996,9.9019,4.9381,1.5932,...,0.0373,33.6340,3.9838,13.1496,1.6728,28.6850,2.5100,3.9790,2.1954,3.0599,2.6561,0.6707,0.7002,2.5100,24.6011,9.9078,,...,11.9429
May,1973,14.0360,25.0996,9.9028,4.9956,1.6061,...,0.0374,33.7759,3.9846,13.1496,1.6939,28.6850,2.5100,3.9790,2.2330,3.1235,2.6561,0.6707,0.7002,2.5100,25.0766,9.9078,,...,11.9429
Jun,1973,14.0360,25.0996,9.9247,5.1700,1.6942,...,0.0374,34.0211,4.0498,13.1496,1.7946,28.6850,2.5100,4.1996,2.3512,3.2485,2.6561,0.6707,0.7002,2.5100,25.5225,9.9078,,...,11.9429
Jul,1973,14.0360,25.0996,9.9137,5.2779,1.7897,...,0.0375,34.1655,4.3070,13.3953,1.8743,28.6850,2.5100,4.3072,2.4542,3.5196,2.6561,0.6889,0.7002,2.5100,25.1856,9.9078,,...,11.9429
Aug,1973,14.0360,25.0996,9.8703,5.1549,1.7358,...,0.0374,34.2141,4.3453,13.3121,1.7946,28.6850,2.5100,4.2861,2.3886,3.3348,2.7426,0.6889,0.7002,2.5100,24.5416,9.9078,,...,11.9429
Sep,1973,14.5591,25.0996,9.8282,5.1568,1.7318,...,0.0373,34.2146,4.2869,14.2801,1.7855,28.6850,2.5100,4.2348,2.3562,3.2884,2.7909,0.7146,0.7002,2.5100,23.9868,9.9078,,...,11.9429
Oct,1973,14.7378,25.0996,9.8989,5.1838,1.7545,...,0.0372,34.2131,4.3391,14.6635,1.8073,28.6850,2.5100,4.2546,2.3709,3.2753,2.7909,0.7233,0.7002,2.5100,24.0561,9.9078,,...,11.9429
Nov,1973,14.7378,25.0996,9.9197,5.0291,1.6621,...,0.0357,33.9048,4.1459,14.4376,1.7626,28.6850,2.5100,4.0636,2.2819,3.1344,2.7909,0.7233,0.7002,2.5100,23.6796,9.9078,,...,11.9429
Dec,1973,14.7378,25.0996,9.9137,4.9410,1.5960,...,0.0354,33.5014,4.1480,14.1929,1.7489,28.6850,2.5100,4.0509,2.1867,3.0991,2.7909,0.7233,0.7002,2.5100,22.9762,9.9078,,...,11.9429
Jan,1974,14.7378,25.0996,9.9937,4.8668,1.4877,...,0.0332,33.2714,3.9682,13.7431,1.6571,28.6850,2.5100,3.9396,2.0658,2.9426,2.7909,0.7233,0.7002,2.5100,22.0349,9.9078,,...,11.9429
Feb,1974,14.7378,25.0996,10.1442,4.9082,1.5404,...,0.0340,33.3293,4.0108,13.9571,1.7124,28.6850,2.5100,4.0007,2.1171,3.1235,2.7909,0.7233,0.7002,2.4969,22.5392,9.9078,,...,11.9429
Mar,1974,14.7378,25.0996,10.1932,4.9778,1.5865,...,0.0351,33.5199,4.0842,14.2246,1.7505,28.6850,2.5100,4.0266,2.1680,3.2147,2.7909,0.7233,0.7002,2.5061,23.1664,9.9078,,...,11.9429
Apr,1974,14.7378,25.0996,10.2427,5.0679,1.6325,...,0.0357,33.7413,4.1568,14.4168,1.7998,28.6850,2.5100,4.0904,2.2502,3.2807,2.7909,0.7233,0.7002,2.5048,23.6569,9.9078,,...,11.9429
May,1974,14.7378,25.0996,10.2981,5.2116,1.6850,...,0.0355,34.0943,4.1724,14.5100,1.8571,28.6850,2.5100,4.1174,2.3198,3.4071,2.7909,0.7233,0.7130,2.4974,23.9128,9.9078,,...,11.9429
Jun,1974,14.7378,25.0996,10.2523,5.1084,1.6585,...,0.0350,34.0007,4.1198,14.4089,1.8210,28.6850,2.5100,4.0596,2.2667,3.3136,2.7909,0.7233,0.7266,2.5121,23.6768,9.9078,,...,11.9429
Jul,1974,14.6626,25.0996,10.1504,5.0906,1.6697,...,0.0341,34.0042,4.1098,14.3663,1.8300,28.6850,2.5100,4.0256,2.2636,3.3416,2.7909,0.7196,0.7266,2.5098,23.6641,9.9078,,...,11.9526
Aug,1974,14.6873,25.0996,10.1121,5.0194,1.6406,...,0.0328,33.8647,4.1028,14.1810,1.8047,28.6850,2.5100,3.9960,2.2411,3.3236,2.7909,0.7208,0.7266,2.5063,23.2423,9.9078,,...,11.8198
Sep,1974,14.3534,25.0996,10.0454,4.9489,1.5973,...,0.0331,33.6851,4.1079,13.8709,1.7794,28.6850,2.5100,4.0116,2.2126,3.3059,2.7909,0.7045,0.7203,2.5022,22.9462,9.9078,,...,11.7340
Oct,1974,12.9713,25.0996,10.0791,5.0390,1.6436,...,0.0331,33.8821,4.1162,12.9158,1.7949,28.6850,2.5100,4.0999,2.2538,3.4165,2.7909,0.6366,0.7082,2.4978,23.1078,9.9078,,...,11.8036
Nov,1974,12.9891,25.0996,10.0363,5.1402,1.6827,...,0.0330,34.0427,4.2612,12.9267,1.8176,28.6850,2.5100,4.2495,2.2951,3.6002,2.7909,0.6375,0.7082,2.4943,23.0632,9.9078,,...,11.8941
Dec,1974,13.0506,25.0996,10.0271,5.2788,1.7121,...,0.0330,34.1636,4.1998,12.9743,1.8597,28.6850,2.5100,4.1932,2.3629,3.7859,2.7909,0.6405,0.7082,2.4936,23.0701,9.9078,,...,12.0154
Jan,1975,13.1938,25.0513,9.9596,5.4573,1.7643,...,0.0331,34.2081,4.2919,13.0991,1.9395,28.6850,2.5156,4.2934,2.4519,3.9301,2.7909,0.6475,0.7082,2.4977,23.4048,9.9078,,...,12.2046
Feb,1975,13.3761,25.0513,9.9028,5.5453,1.7889,...,0.0339,34.2092,4.3733,13.2586,1.9764,28.6850,2.5170,4.3774,2.4884,3.9999,2.7909,0.6565,0.7082,2.5006,23.7146,9.9078,,...,12.3250
Mar,1975,13.4910,25.0513,9.9048,5.6355,1.8224,...,0.0344,34.4860,4.4186,13.3636,2.0174,28.6850,2.5534,4.4162,2.5255,4.0048,2.8222,0.6621,0.7082,2.5036,23.9518,9.9078,,...,12.4125
Apr,1975,13.3177,25.0513,9.7990,5.5453,1.7951,...,0.0339,34.5442,4.3392,13.1912,1.9857,28.6850,2.5887,4.3379,2.4928,3.8733,2.8512,0.6536,0.7044,2.5018,23.4818,9.9078,,...,12.2915
May,1975,13.3075,25.0513,9.6370,5.5781,1.8140,...,0.0340,34.6766,4.3883,13.1011,2.0013,28.6850,2.5843,4.3910,2.5200,3.9568,2.8389,0.6531,0.7007,2.5016,23.0043,9.9078,,...,12.3380
Jun,1975,13.2545,25.0513,9.6530,5.5998,1.8225,...,0.0337,34.7146,4.3440,13.0149,2.0213,28.6850,2.5804,4.3516,2.5298,3.9727,2.8389,0.6505,0.7007,2.5061,22.6102,9.9078,,...,12.3403
Jul,1975,13.0005,25.0513,9.6127,5.3451,1.7348,...,0.0334,34.2745,4.3049,12.6978,1.9095,28.6850,2.5143,4.1216,2.4046,3.7987,2.8322,0.6381,0.6915,2.5043,21.6455,9.9078,,...,12.0126
Aug,1975,12.7173,25.0513,9.5700,5.1034,1.6624,...,0.0333,33.8750,3.9425,11.1235,1.8140,28.6850,2.4667,4.0015,2.2969,3.6965,2.8088,0.6242,0.6812,2.5014,20.9482,9.9078,,...,11.7682
Sep,1975,12.5956,25.0513,9.6548,5.0449,1.6323,...,0.0331,33.7135,3.8868,10.5023,1.7692,28.6850,2.4512,3.9722,2.2316,3.6601,2.8067,0.6182,0.6650,2.5001,20.6682,9.9078,,...,11.6591
Oct,1975,12.5364,25.0513,9.6661,5.0747,1.6450,...,0.0328,33.7807,3.8592,10.4270,1.7929,28.6850,2.4786,3.9977,2.2555,3.7184,2.8067,0.6153,0.6642,2.5011,20.3684,9.9078,,...,11.6690
Nov,1975,12.5369,25.0513,9.7739,5.0866,1.6428,...,0.0327,33.8029,3.8579,10.4250,1.7971,28.6850,2.5152,4.0004,2.2600,3.7372,2.8067,0.6146,0.6540,2.5015,20.3141,9.9078,,...,11.6740
Dec,1975,12.4471,25.0513,9.7729,5.0390,1.6109,...,0.0324,33.6940,3.8284,10.3309,1.7824,28.6850,2.4912,3.9719,2.2477,3.7582,2.8067,0.6101,0.6540,2.4942,20.0296,9.9078,,...,11.5950
Jan,1976,12.4721,25.0513,9.8448,5.0390,1.6089,...,0.0325,33.7166,3.8334,10.3576,1.7832,28.6850,2.4926,3.9870,2.2633,3.8085,2.8067,0.6114,0.6540,2.4893,20.0926,9.9078,,...,11.6011
Feb,1976,12.4959,25.0513,9.9706,5.0778,1.6141,...,0.0328,33.7579,3.8577,10.3794,1.7939,28.6850,2.5015,3.9923,2.2653,3.8547,2.8067,0.6125,0.6540,2.5100,20.0814,9.9078,,...,11.5796
Mar,1976,12.3904,25.0513,10.0505,5.0519,1.6123,...,0.0330,33.7265,3.8722,10.1971,1.7863,28.6850,2.4918,3.9837,2.2504,3.8646,2.8067,0.6074,0.6432,2.5100,19.2666,9.9078,,...,11.4609
