"Dataset Name","Observation Date","Series Key","Series Display Name","Observation Value","Unit","Observation Status","Observation Status Comment","Sequence No.","Series name"
"Summary of Foreign Investment in Pakistan","31-Mar-2020","TS_GP_FI_SUMFIPK_M.FI00070","..................a Equity Securities","-77.26999","Million USD","Normal","","70","Private Portfolio Investment Equity Securities"
"Summary of Foreign Investment in Pakistan","31-Mar-2020","TS_GP_FI_SUMFIPK_M.FI00080","..................b Debt Securities","0","Million USD","Normal","","80","Private Portfolio Investment Debt Securities"
"Summary of Foreign Investment in Pakistan","31-Mar-2020","TS_GP_FI_SUMFIPK_M.FI00090","......II Foreign Public Investment","-1830.059652","Million USD","Normal","","90","Net Foreign Public Portfolio Investment"
"Summary of Foreign Investment in Pakistan","31-Mar-2020","TS_GP_FI_SUMFIPK_M.FI00100","............i Portfolio Investment","-1830.059652","Million USD","Normal","","100","Net Foreign Public Portfolio Investment"
"Summary of Foreign Investment in Pakistan","31-Mar-2020","TS_GP_FI_SUMFIPK_M.FI00110","..................a Equity Securities","0","Million USD","Normal","","110","Net Foreign Public Portfolio Investment in Equity Securities"
"Summary of Foreign Investment in Pakistan","31-Mar-2020","TS_GP_FI_SUMFIPK_M.FI00120","..................b Debt Securities","-1830.059652","Million USD","Normal","","120","Net Foreign Public Portfolio Investment in Debt Securities"
"Summary of Foreign Investment in Pakistan","29-Feb-2020","TS_GP_FI_SUMFIPK_M.FI00010","1 Total Foreign Investment","551.1470065","Million USD","Normal","","10","Net Total Foreign Investment in Pakistan"
"Summary of Foreign Investment in Pakistan","29-Feb-2020","TS_GP_FI_SUMFIPK_M.FI00020","......I Foreign Private Investment","229.6055","Million USD","Normal","","20","Net Foreign Private Investment in Pakistan"
"Summary of Foreign Investment in Pakistan","29-Feb-2020","TS_GP_FI_SUMFIPK_M.FI00030","............i FDI in Pakistan","277.458539","Million USD","Normal","","30","Net Foreign Direct Investment in Pakistan"
"Summary of Foreign Investment in Pakistan","29-Feb-2020","TS_GP_FI_SUMFIPK_M.FI00040","..................a FDI Inflow","321.023531","Million USD","Normal","","40","Total FDI Inflows in Pakistan"
"Summary of Foreign Investment in Pakistan","29-Feb-2020","TS_GP_FI_SUMFIPK_M.FI00050","..................b FDI Outflow","43.564992","Million USD","Normal","","50","Total FDI outflows from Pakistan"
"Summary of Foreign Investment in Pakistan","29-Feb-2020","TS_GP_FI_SUMFIPK_M.FI00060","............ii Private Portfolio Investment","-47.853039","Million USD","Normal","","60","Net Foreign Private Portfolio Investment"
"Summary of Foreign Investment in Pakistan","29-Feb-2020","TS_GP_FI_SUMFIPK_M.FI00070","..................a Equity Securities","-47.853039","Million USD","Normal","","70","Private Portfolio Investment Equity Securities"
"Summary of Foreign Investment in Pakistan","29-Feb-2020","TS_GP_FI_SUMFIPK_M.FI00080","..................b Debt Securities","0","Million USD","Normal","","80","Private Portfolio Investment Debt Securities"
"Summary of Foreign Investment in Pakistan","29-Feb-2020","TS_GP_FI_SUMFIPK_M.FI00090","......II Foreign Public Investment","321.5415065","Million USD","Normal","","90","Net Foreign Public Portfolio Investment"
"Summary of Foreign Investment in Pakistan","29-Feb-2020","TS_GP_FI_SUMFIPK_M.FI00100","............i Portfolio Investment","321.5415065","Million USD","Normal","","100","Net Foreign Public Portfolio Investment"
"Summary of Foreign Investment in Pakistan","29-Feb-2020","TS_GP_FI_SUMFIPK_M.FI00110","..................a Equity Securities","0","Million USD","Normal","","110","Net Foreign Public Portfolio Investment in Equity Securities"
"Summary of Foreign Investment in Pakistan","29-Feb-2020","TS_GP_FI_SUMFIPK_M.FI00120","..................b Debt Securities","321.5415065","Million USD","Normal","","120","Net Foreign Public Portfolio Investment in Debt Securities"
"Summary of Foreign Investment in Pakistan","31-Jan-2020","TS_GP_FI_SUMFIPK_M.FI00010","1 Total Foreign Investment","1612.041757","Million USD","Normal","","10","Net Total Foreign Investment in Pakistan"
"Summary of Foreign Investment in Pakistan","31-Jan-2020","TS_GP_FI_SUMFIPK_M.FI00020","......I Foreign Private Investment","224.705984","Million USD","Normal","","20","Net Foreign Private Investment in Pakistan"
"Summary of Foreign Investment in Pakistan","31-Jan-2020","TS_GP_FI_SUMFIPK_M.FI00030","............i FDI in Pakistan","221.933208","Million USD","Normal","","30","Net Foreign Direct Investment in Pakistan"
"Summary of Foreign Investment in Pakistan","31-Jan-2020","TS_GP_FI_SUMFIPK_M.FI00040","..................a FDI Inflow","294.606858","Million USD","Normal","","40","Total FDI Inflows in Pakistan"
"Summary of Foreign Investment in Pakistan","31-Jan-2020","TS_GP_FI_SUMFIPK_M.FI00050","..................b FDI Outflow","72.67365","Million USD","Normal","","50","Total FDI outflows from Pakistan"
"Summary of Foreign Investment in Pakistan","31-Jan-2020","TS_GP_FI_SUMFIPK_M.FI00060","............ii Private Portfolio Investment","2.772776","Million USD","Normal","","60","Net Foreign Private Portfolio Investment"
"Summary of Foreign Investment in Pakistan","31-Jan-2020","TS_GP_FI_SUMFIPK_M.FI00070","..................a Equity Securities","2.772776","Million USD","Normal","","70","Private Portfolio Investment Equity Securities"
"Summary of Foreign Investment in Pakistan","31-Jan-2020","TS_GP_FI_SUMFIPK_M.FI00080","..................b Debt Securities","0","Million USD","Normal","","80","Private Portfolio Investment Debt Securities"
"Summary of Foreign Investment in Pakistan","31-Jan-2020","TS_GP_FI_SUMFIPK_M.FI00090","......II Foreign Public Investment","1387.335773","Million USD","Normal","","90","Net Foreign Public Portfolio Investment"
"Summary of Foreign Investment in Pakistan","31-Jan-2020","TS_GP_FI_SUMFIPK_M.FI00100","............i Portfolio Investment","1387.335773","Million USD","Normal","","100","Net Foreign Public Portfolio Investment"
"Summary of Foreign Investment in Pakistan","31-Jan-2020","TS_GP_FI_SUMFIPK_M.FI00110","..................a Equity Securities","0","Million USD","Normal","","110","Net Foreign Public Portfolio Investment in Equity Securities"
"Summary of Foreign Investment in Pakistan","31-Jan-2020","TS_GP_FI_SUMFIPK_M.FI00120","..................b Debt Securities","1387.335773","Million USD","Normal","","120","Net Foreign Public Portfolio Investment in Debt Securities"
"Summary of Foreign Investment in Pakistan","31-Dec-2019","TS_GP_FI_SUMFIPK_M.FI00010","1 Total Foreign Investment","-184.5096827","Million USD","Normal","","10","Net Total Foreign Investment in Pakistan"
"Summary of Foreign Investment in Pakistan","31-Dec-2019","TS_GP_FI_SUMFIPK_M.FI00020","......I Foreign Private Investment","500.0164379","Million USD","Normal","","20","Net Foreign Private Investment in Pakistan"
"Summary of Foreign Investment in Pakistan","31-Dec-2019","TS_GP_FI_SUMFIPK_M.FI00030","............i FDI in Pakistan","500.800665","Million USD","Normal","","30","Net Foreign Direct Investment in Pakistan"
"Summary of Foreign Investment in Pakistan","31-Dec-2019","TS_GP_FI_SUMFIPK_M.FI00040","..................a FDI Inflow","579.734564","Million USD","Normal","","40","Total FDI Inflows in Pakistan"
"Summary of Foreign Investment in Pakistan","31-Dec-2019","TS_GP_FI_SUMFIPK_M.FI00050","..................b FDI Outflow","78.933899","Million USD","Normal","","50","Total FDI outflows from Pakistan"
"Summary of Foreign Investment in Pakistan","31-Dec-2019","TS_GP_FI_SUMFIPK_M.FI00060","............ii Private Portfolio Investment","-.7842271","Million USD","Normal","","60","Net Foreign Private Portfolio Investment"
"Summary of Foreign Investment in Pakistan","31-Dec-2019","TS_GP_FI_SUMFIPK_M.FI00070","..................a Equity Securities","-.7842271","Million USD","Normal","","70","Private Portfolio Investment Equity Securities"
"Summary of Foreign Investment in Pakistan","31-Dec-2019","TS_GP_FI_SUMFIPK_M.FI00080","..................b Debt Securities","0","Million USD","Normal","","80","Private Portfolio Investment Debt Securities"
"Summary of Foreign Investment in Pakistan","31-Dec-2019","TS_GP_FI_SUMFIPK_M.FI00090","......II Foreign Public Investment","-684.5261206","Million USD","Normal","","90","Net Foreign Public Portfolio Investment"
"Summary of Foreign Investment in Pakistan","31-Dec-2019","TS_GP_FI_SUMFIPK_M.FI00100","............i Portfolio Investment","-684.5261206","Million USD","Normal","","100","Net Foreign Public Portfolio Investment"
"Summary of Foreign Investment in Pakistan","31-Dec-2019","TS_GP_FI_SUMFIPK_M.FI00110","..................a Equity Securities","0","Million USD","Normal","","110","Net Foreign Public Portfolio Investment in Equity Securities"
"Summary of Foreign Investment in Pakistan","31-Dec-2019","TS_GP_FI_SUMFIPK_M.FI00120","..................b Debt Securities","-684.5261206","Million USD","Normal","","120","Net Foreign Public Portfolio Investment in Debt Securities"
"Summary of Foreign Investment in Pakistan","30-Nov-2019","TS_GP_FI_SUMFIPK_M.FI00010","1 Total Foreign Investment","896.5246016","Million USD","Normal","","10","Net Total Foreign Investment in Pakistan"
"Summary of Foreign Investment in Pakistan","30-Nov-2019","TS_GP_FI_SUMFIPK_M.FI00020","......I Foreign Private Investment","196.451596","Million USD","Normal","","20","Net Foreign Private Investment in Pakistan"
"Summary of Foreign Investment in Pakistan","30-Nov-2019","TS_GP_FI_SUMFIPK_M.FI00030","............i FDI in Pakistan","192.523365","Million USD","Normal","","30","Net Foreign Direct Investment in Pakistan"
"Summary of Foreign Investment in Pakistan","30-Nov-2019","TS_GP_FI_SUMFIPK_M.FI00040","..................a FDI Inflow","240.978104","Million USD","Normal","","40","Total FDI Inflows in Pakistan"
"Summary of Foreign Investment in Pakistan","30-Nov-2019","TS_GP_FI_SUMFIPK_M.FI00050","..................b FDI Outflow","48.454739","Million USD","Normal","","50","Total FDI outflows from Pakistan"
"Summary of Foreign Investment in Pakistan","30-Nov-2019","TS_GP_FI_SUMFIPK_M.FI00060","............ii Private Portfolio Investment","3.928231","Million USD","Normal","","60","Net Foreign Private Portfolio Investment"
"Summary of Foreign Investment in Pakistan","30-Nov-2019","TS_GP_FI_SUMFIPK_M.FI00070","..................a Equity Securities","3.928231","Million USD","Normal","","70","Private Portfolio Investment Equity Securities"
"Summary of Foreign Investment in Pakistan","30-Nov-2019","TS_GP_FI_SUMFIPK_M.FI00080","..................b Debt Securities","0","Million USD","Normal","","80","Private Portfolio Investment Debt Securities"
"Summary of Foreign Investment in Pakistan","30-Nov-2019","TS_GP_FI_SUMFIPK_M.FI00090","......II Foreign Public Investment","700.0730056","Million USD","Normal","","90","Net Foreign Public Portfolio Investment"
"Summary of Foreign Investment in Pakistan","30-Nov-2019","TS_GP_FI_SUMFIPK_M.FI00100","............i Portfolio Investment","700.0730056","Million USD","Normal","","100","Net Foreign Public Portfolio Investment"
"Summary of Foreign Investment in Pakistan","30-Nov-2019","TS_GP_FI_SUMFIPK_M.FI00110","..................a Equity Securities","0","Million USD","Normal","","110","Net Foreign Public Portfolio Investment in Equity Securities"
"Summary of Foreign Investment in Pakistan","30-Nov-2019","TS_GP_FI_SUMFIPK_M.FI00120","..................b Debt Securities","700.0730056","Million USD","Normal","","120","Net Foreign Public Portfolio Investment in Debt Securities"
"Summary of Foreign Investment in Pakistan","31-Oct-2019","TS_GP_FI_SUMFIPK_M.FI00010","1 Total Foreign Investment","240.879521","Million USD","Normal","","10","Net Total Foreign Investment in Pakistan"
"Summary of Foreign Investment in Pakistan","31-Oct-2019","TS_GP_FI_SUMFIPK_M.FI00020","......I Foreign Private Investment","126.002619","Million USD","Normal","","20","Net Foreign Private Investment in Pakistan"
"Summary of Foreign Investment in Pakistan","31-Oct-2019","TS_GP_FI_SUMFIPK_M.FI00030","............i FDI in Pakistan","133.092393","Million USD","Normal","","30","Net Foreign Direct Investment in Pakistan"
"Summary of Foreign Investment in Pakistan","31-Oct-2019","TS_GP_FI_SUMFIPK_M.FI00040","..................a FDI Inflow","189.727539","Million USD","Normal","","40","Total FDI Inflows in Pakistan"
"Summary of Foreign Investment in Pakistan","31-Oct-2019","TS_GP_FI_SUMFIPK_M.FI00050","..................b FDI Outflow","56.635146","Million USD","Normal","","50","Total FDI outflows from Pakistan"
"Summary of Foreign Investment in Pakistan","31-Oct-2019","TS_GP_FI_SUMFIPK_M.FI00060","............ii Private Portfolio Investment","-7.089774","Million USD","Normal","","60","Net Foreign Private Portfolio Investment"
"Summary of Foreign Investment in Pakistan","31-Oct-2019","TS_GP_FI_SUMFIPK_M.FI00070","..................a Equity Securities","-7.089774","Million USD","Normal","","70","Private Portfolio Investment Equity Securities"
"Summary of Foreign Investment in Pakistan","31-Oct-2019","TS_GP_FI_SUMFIPK_M.FI00080","..................b Debt Securities","0","Million USD","Normal","","80","Private Portfolio Investment Debt Securities"
"Summary of Foreign Investment in Pakistan","31-Oct-2019","TS_GP_FI_SUMFIPK_M.FI00090","......II Foreign Public Investment","114.876902","Million USD","Normal","","90","Net Foreign Public Portfolio Investment"
"Summary of Foreign Investment in Pakistan","31-Oct-2019","TS_GP_FI_SUMFIPK_M.FI00100","............i Portfolio Investment","114.876902","Million USD","Normal","","100","Net Foreign Public Portfolio Investment"
"Summary of Foreign Investment in Pakistan","31-Oct-2019","TS_GP_FI_SUMFIPK_M.FI00110","..................a Equity Securities","0","Million USD","Normal","","110","Net Foreign Public Portfolio Investment in Equity Securities"
"Summary of Foreign Investment in Pakistan","31-Oct-2019","TS_GP_FI_SUMFIPK_M.FI00120","..................b Debt Securities","114.876902","Million USD","Normal","","120","Net Foreign Public Portfolio Investment in Debt Securities"
"Summary of Foreign Investment in Pakistan","30-Sep-2019","TS_GP_FI_SUMFIPK_M.FI00010","1 Total Foreign Investment","620.8050568","Million USD","Normal","","10","Net Total Foreign Investment in Pakistan"
"Summary of Foreign Investment in Pakistan","30-Sep-2019","TS_GP_FI_SUMFIPK_M.FI00020","......I Foreign Private Investment","369.9659051","Million USD","Normal","","20","Net Foreign Private Investment in Pakistan"
"Summary of Foreign Investment in Pakistan","30-Sep-2019","TS_GP_FI_SUMFIPK_M.FI00030","............i FDI in Pakistan","383.563181","Million USD","Normal","","30","Net Foreign Direct Investment in Pakistan"
"Summary of Foreign Investment in Pakistan","30-Sep-2019","TS_GP_FI_SUMFIPK_M.FI00040","..................a FDI Inflow","438.260875","Million USD","Normal","","40","Total FDI Inflows in Pakistan"
"Summary of Foreign Investment in Pakistan","30-Sep-2019","TS_GP_FI_SUMFIPK_M.FI00050","..................b FDI Outflow","54.697694","Million USD","Normal","","50","Total FDI outflows from Pakistan"
"Summary of Foreign Investment in Pakistan","30-Sep-2019","TS_GP_FI_SUMFIPK_M.FI00060","............ii Private Portfolio Investment","-13.5972759","Million USD","Normal","","60","Net Foreign Private Portfolio Investment"
"Summary of Foreign Investment in Pakistan","30-Sep-2019","TS_GP_FI_SUMFIPK_M.FI00070","..................a Equity Securities","-13.5972759","Million USD","Normal","","70","Private Portfolio Investment Equity Securities"
"Summary of Foreign Investment in Pakistan","30-Sep-2019","TS_GP_FI_SUMFIPK_M.FI00080","..................b Debt Securities","0","Million USD","Normal","","80","Private Portfolio Investment Debt Securities"
